Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14592,Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.03,0,0,0,0.03
14593,Wallace & Gromit in Project Zoo,X360,2003,Platform,BAM! Entertainment,0.02,0.01,0,0,0.03
14594,Rugby League Live,PC4,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0.01,0.03
14595,Grid Runner,PC,1996,Action,Virgin Interactive,0.02,0.01,0,0,0.03
14596,Saihai no Yukue,Wii,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14597,Metal Dungeon,X360,2002,Role-Playing,Xicat Interactive,0.02,0.01,0,0,0.03
14598,Drome Racers,PC,2003,Racing,Electronic Arts,0.02,0.01,0,0,0.03
14599,Guitar Freaks V & DrumMania V,PC4,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,Wii,2009,Adventure,Level 5,0,0,0.03,0,0.03
14601,Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0,0,0.03
14602,Doom,PC,1992,Shooter,id Software,0.02,0,0,0,0.03
14603,Gekido Advance: Kintaro's Revenge,PC,2002,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14604,OZMAFIA!! -vivace-,PC4,2015,Adventure,dramatic create,0,0,0.03,0,0.03
14605,Girls Only,Wii,2010,Simulation,Foreign Media Games,0.03,0,0,0,0.03
14606,Future Tactics: The Uprising,X360,2004,Strategy,JoWood Productions,0.02,0.01,0,0,0.03
14607,Power Poke Dash,PC,2006,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,Wii,2009,Misc,D3Publisher,0,0,0.03,0,0.03
14609,Detective Opera: Milky Holmes 2,PC4,2012,Adventure,BushiRoad,0,0,0.03,0,0.03
14610,Turn It Around,Wii,2006,Action,505 Games,0.03,0,0,0,0.03
14611,Blaze Union: Story to Reach the Future,PC4,2010,Role-Playing,Sting,0,0,0.03,0,0.03
14612,Attack on Titan (KOEI),X360,2016,Action,Tecmo Koei,0.01,0.01,0,0,0.03
14613,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,X360,2016,Role-Playing,Rocket Company,0,0,0.03,0,0.03
14614,Race Driver 2006,PC4,2006,Racing,Codemasters,0.03,0,0,0,0.03
14615,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,Wii,2010,Adventure,Alchemist,0,0,0.03,0,0.03
14616,Buffy the Vampire Slayer: Wrath of the Darkhul King,PC,2003,Action,THQ,0.02,0.01,0,0,0.03
14617,My Hero Academia: Battle for All,X360,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03
14618,Nisekoi: Yomeiri!?,PC4,2014,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14619,New Tokyo Legacy: Operation Babel,PC4,2015,Role-Playing,5pb,0,0,0.03,0,0.03
14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PC4,2011,Misc,Unknown,0,0,0.03,0,0.03
14621,Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0,0.03,0,0,0.03
14622,Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0,0,0,0.03
14623,101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0,0,0,0.03
14624,Roadsters,PC,2000,Racing,Titus,0.02,0.01,0,0,0.03
14625,The Croods: Prehistoric Party!,Wii,2013,Misc,D3Publisher,0.01,0.01,0,0,0.03
14626,Exist Archive: The Other Side of the Sky,PC4,2015,Role-Playing,Aksys Games,0,0,0.03,0,0.03
14627,DeathSmiles II,X360,2010,Shooter,Cave,0,0,0.03,0,0.03
14628,Romance of the Three Kingdoms II,X360,2015,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14629,Calcio Bit,PC,2006,Sports,Nintendo,0,0,0.03,0,0.03
14630,Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0,0,0.03
14631,Whiteout,X360,2002,Racing,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14632,Hyakumanton no Bara Bara,PC4,2010,Strategy,Sony Computer Entertainment,0,0,0.03,0,0.03
14633,Galaxy Angel II: Zettairyouiki no Tobira,PC4,2006,Strategy,Broccoli,0,0,0.03,0,0.03
14634,The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0,0.03,0,0,0.03
14635,1000 Cooking Recipes from ELLE à table,Wii,2010,Misc,Nintendo,0,0.02,0,0,0.03
14636,Hajime no Ippo: The Fighting,PC,2002,Fighting,ESP,0,0,0.03,0,0.03
14637,Merv Griffin's Crosswords,Wii,2008,Puzzle,ValuSoft,0.03,0,0,0,0.03
14638,Stellaris,PC,2016,Strategy,Paradox Interactive,0,0.03,0,0,0.03
14639,Spectral Souls: Resurrection of the Ethereal Empires,PC4,2005,Role-Playing,Idea Factory,0.03,0,0,0,0.03
14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PC4,2010,Adventure,Idea Factory,0,0,0.03,0,0.03
14641,Syberia II,X360,2004,Adventure,Ubisoft,0.02,0.01,0,0,0.03
14642,PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0,0.03,0,0,0.03
14643,Ao no Kanata no Four Rhythm,PC4,2016,Adventure,Unknown,0,0,0.03,0,0.03
14644,Motor Trend presents Lotus Challenge,X360,2003,Racing,Xicat Interactive,0.02,0.01,0,0,0.03
14645,Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0,0.02,0,0.01,0.03
14646,Trine 2,Wii,2012,Platform,Atlus,0,0.03,0,0,0.03
14647,Bleach DS 4th: Flame Bringer,Wii,2009,Action,Sega,0,0,0.03,0,0.03
14648,Pacific Liberator,Wii,2009,Action,Zoo Games,0.03,0,0,0,0.03
14649,Botanicula,PC,2012,Adventure,Daedalic Entertainment,0,0.02,0,0,0.03
14650,Parfait,PC4,2015,Adventure,TGL,0,0,0.03,0,0.03
14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,Wii,2009,Adventure,Level 5,0,0,0.03,0,0.03
14652,The King of Fighters Portable '94~'98: Chapter of Orochi,PC4,2010,Fighting,SNK Playmore,0,0,0.03,0,0.03
14653,Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0,0,0,0.03
14654,Nisenochigiri: Omoide no Saki e,PC4,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
14655,Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0,0.03
14656,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0,0.02,0,0,0.03
14657,Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0,0.02,0,0,0.03
14658,Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0,0.02,0,0,0.03
14659,In Cold Blood,PC,2000,Adventure,Sony Computer Entertainment,0.02,0.01,0,0,0.03
14660,Mega Minis Volume 2,PC4,2011,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14661,Kamigami no Asobi,PC4,2013,Adventure,Broccoli,0,0,0.03,0,0.03
14662,Fireblade,PC,2002,Action,Midway Games,0.02,0.01,0,0,0.03
14663,Kong: King of Atlantis,PC,2005,Action,THQ,0.02,0.01,0,0,0.03
14664,Kidou Senshi V Gundam,PC,1994,Action,Namco Bandai Games,0,0,0.03,0,0.03
14665,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Wii,2005,Action,Konami Digital Entertainment,0,0,0.03,0,0.03
14666,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0,0.02,0,0,0.03
14667,Wrestle Angels: Survivor 2,PC4,2008,Fighting,Tryfirst,0,0,0.03,0,0.03
14668,Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,0.03,0,0.03
14669,Ride,PC,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03
14670,The King of Fighters 02/03,X360,2005,Fighting,SNK Playmore,0.02,0.01,0,0,0.03
14671,ESPN Winter X Games: Snowboarding 2002,X360,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14672,Betty Boop's Double Shift,Wii,2007,Puzzle,Zoo Digital Publishing,0.03,0,0,0,0.03
14673,Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.03
14674,Tsuku Monogatari,PC4,2011,Adventure,FuRyu,0,0,0.03,0,0.03
14675,Vitamin Z,PC4,2009,Adventure,D3Publisher,0,0,0.03,0,0.03
14676,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PC4,2011,Adventure,Alchemist,0,0,0.03,0,0.03
14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PC4,2010,Adventure,Yeti,0,0,0.03,0,0.03
14678,Harukanaru Toki no Naka de 5: Kazahanaki,PC4,2012,Role-Playing,Ackkstudios,0,0,0.03,0,0.03
14679,Tom and Jerry in War of the Whiskers,X360,N/A,Fighting,Unknown,0.02,0.01,0,0,0.03
14680,Nobunaga no Yabou DS 2,Wii,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14681,The IdolM@ster: Gravure For You! Vol. 6,PC4,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
14682,Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0,0.02,0,0.01,0.03
14683,Ghostbusters (2016),PC4,2016,Action,Activision,0.02,0,0,0.01,0.03
14684,Secrets of the Titanic,Wii,2012,Action,Avanquest Software,0,0.02,0,0,0.03
14685,Metal Saga: Hagane no Kisetsu,Wii,2006,Role-Playing,Success,0,0,0.03,0,0.03
14686,Animaniacs: The Great Edgar Hunt,PC,2005,Platform,Ignition Entertainment,0.02,0.01,0,0,0.03
14687,Safari Adventures: Africa,Wii,2008,Adventure,Neko Entertainment,0.03,0,0,0,0.03
14688,Harukanaru Toki no Naka de 6,PC4,2015,Action,Tecmo Koei,0,0,0.03,0,0.03
14689,Dream Club Zero Portable,PC4,2011,Simulation,D3Publisher,0,0,0.03,0,0.03
14690,Samurai Warriors 2,PC4,2013,Action,Tecmo Koei,0,0,0.03,0,0.03
14691,Cossacks: European Wars,PC,2001,Strategy,Strategy First,0,0.02,0,0,0.03
14692,The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0,0,0,0.03
14693,TV Total Events,Wii,2011,Misc,7G//AMES,0,0.02,0,0,0.03
14694,Battle Arena Toshinden URA,PC4,1995,Fighting,Sega,0,0,0.03,0,0.03
14695,Darius Burst: Chronicle Saviours,PC4,2016,Action,Kadokawa Games,0,0,0.03,0,0.03
14696,Biohazard: Revival Selection,X360,2011,Action,Capcom,0,0,0.03,0,0.03
14697,Labyrinth Cross Blood: Infinity,PC4,2013,Role-Playing,CyberFront,0,0,0.03,0,0.03
14698,Prince of Persia (2008),PC,2008,Action,Ubisoft,0,0.02,0,0,0.03
14699,Super Duper Sumos,PC,N/A,Action,Unknown,0.02,0.01,0,0,0.03
14700,HotBrain,PC4,2007,Puzzle,Midway Games,0.02,0,0,0,0.03
14701,UK Truck Simulator,PC,2010,Simulation,N/A,0,0.03,0,0,0.03
14702,Gudetama: Hanjuku de Tanomuwa,X360,2015,Action,Rocket Company,0,0,0.03,0,0.03
14703,MechAssault: Phantom War,Wii,2006,Simulation,Majesco Entertainment,0.03,0,0,0,0.03
14704,Magicka,PC,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.01,0.03
14705,Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0,0.02,0,0,0.03
14706,Moto Racer DS,Wii,2008,Racing,Nobilis,0,0.02,0,0,0.03
14707,The Last Guy,PC4,2009,Action,Sony Computer Entertainment,0,0,0.03,0,0.03
14708,Disney Sports Soccer,PC,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14709,Akane Iro ni Somaru Saka Parallel,PC4,2008,Adventure,GN Software,0,0,0.03,0,0.03
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PC4,2011,Adventure,Alchemist,0,0,0.03,0,0.03
14711,Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
14712,X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0,0.02,0,0.01,0.03
14713,Timeshock! Pro Pinball,PC,1998,Misc,Empire Interactive,0.02,0.01,0,0,0.03
14714,Max Payne,PC,2003,Shooter,Take-Two Interactive,0.02,0.01,0,0,0.03
14715,D1 Professional Drift Grand Prix Series,PC4,2005,Racing,Yuke's,0.01,0.01,0,0,0.03
14716,Starry ? Sky: In Winter,PC4,2011,Misc,Asgard,0,0,0.03,0,0.03
14717,Little Bears,Wii,2009,Simulation,RTL,0.03,0,0,0,0.03
14718,Rush Hour,PC,1997,Misc,Psygnosis,0.02,0.01,0,0,0.03
14719,Pro Cast Sports Fishing,X360,2003,Sports,Capcom,0.02,0.01,0,0,0.03
14720,Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03
14721,Aegis of Earth: Protonovus Assault,PC4,2016,Action,PQube,0.01,0.01,0,0,0.03
14722,Saka Agari Hurricane Portable,PC4,2011,Adventure,Alchemist,0,0,0.03,0,0.03
14723,Negima!? Dream Tactic Yumemiru Otome Princess,PC4,2007,Strategy,Konami Digital Entertainment,0,0,0.03,0,0.03
14724,King Arthur II,PC,2011,Strategy,Paradox Interactive,0,0.02,0,0,0.03
14725,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0,0.02,0,0,0.03
14726,Dakar 2: The World's Ultimate Rally,PC,2003,Racing,Acclaim Entertainment,0.02,0.01,0,0,0.03
14727,NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.02,0.01,0,0,0.03
14728,Auto Modellista,PC,2003,Racing,Capcom,0.02,0.01,0,0,0.03
14729,Jewel Match 2,Wii,2012,Puzzle,Easy Interactive,0,0.02,0,0,0.03
14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PC4,2011,Misc,Idea Factory,0,0,0.03,0,0.03
14731,MySims,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.03
14732,Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0,0.02,0,0.01,0.03
14733,Greg Hastings' Tournament Paintball Max'd,PC,2006,Shooter,Activision,0.02,0.01,0,0,0.03
14734,Dave Mirra Freestyle BMX 3,PC,2002,Sports,Acclaim Entertainment,0.02,0.01,0,0,0.03
14735,My Animal Centre,Wii,2009,Simulation,Deep Silver,0,0.02,0,0,0.03
14736,Eco Creatures: Save The Forest,Wii,2007,Adventure,Rising Star Games,0.03,0,0,0,0.03
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,Wii,2009,Adventure,Creative Core,0,0,0.03,0,0.03
14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,Wii,2011,Action,Namco Bandai Games,0,0,0.03,0,0.03
14739,Dragon Tamer: Sound Spirit,Wii,2007,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03
14740,Frogger: Ancient Shadow,X360,2005,Platform,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14741,Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.03
14742,La Pucelle: Ragnarok,PC4,2009,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
14743,Kiniro no Corda 2 f Encore,PC4,2009,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03
14744,Darius II,PC4,1995,Shooter,Taito,0,0,0.03,0,0.03
14745,Jewel Quest 5: The Sleepless Star,Wii,2012,Action,Licensed 4U,0,0.02,0,0,0.03
14746,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0,0.02,0,0.01,0.03
14747,Bleach: Soul Carnival 2,PC4,2009,Fighting,Sony Computer Entertainment,0,0,0.03,0,0.03
14748,ParaParaParadise,PC4,2001,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
14749,Tiger & Bunny: On-Air Jack!,PC4,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
14750,Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.03
14751,Eureka Seven AO: Jungfrau no Hanabanatachi,PC4,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
14752,Warship Gunner 2,PC4,2006,Simulation,Tecmo Koei,0.01,0.01,0,0,0.03
14753,Gotcha Force,PC,2003,Shooter,Capcom,0.01,0,0.01,0,0.03
14754,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PC4,2007,Fighting,Banpresto,0,0,0.03,0,0.03
14755,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0,0.02,0,0,0.03
14756,CID The Dummy,PC4,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14757,Xblaze: Lost Memories,PC4,2015,Adventure,Arc System Works,0.02,0,0,0.01,0.03
14758,DiRT Rally,PC,2016,Racing,Codemasters,0,0.03,0,0,0.03
14759,The Perfect Golf,PC,1995,Sports,Seta Corporation,0,0,0.03,0,0.03
14760,Let's Sing 2016,PC4,2015,Action,FuRyu Corporation,0.02,0,0,0.01,0.03
14761,Wrestle Kingdom,PC4,2006,Fighting,Yuke's,0,0,0.03,0,0.03
14762,Demon Driver: Time to Burn Rubber!,PC,2003,Racing,Ignition Entertainment,0.02,0.01,0,0,0.03
14763,The Golf Club,X360,2014,Sports,Unknown,0.02,0,0,0,0.03
14764,Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,0.02,0,0,0,0.03
14765,Mojo!,X360,2003,Puzzle,DreamCatcher Interactive,0.02,0.01,0,0,0.03
14766,Infinite Stratos 2: Ignition Hearts,PC4,2014,Adventure,5pb,0,0,0.03,0,0.03
14767,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0,0,0,0.03
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PC4,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,X360,2013,Fighting,Arc System Works,0,0,0.03,0,0.03
14770,The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0,0,0.03
14771,Buffy the Vampire Slayer: Chaos Bleeds,PC,2003,Action,Vivendi Games,0.02,0.01,0,0,0.03
14772,Clannad,X360,2008,Adventure,Prototype,0,0,0.03,0,0.03
14773,Brothers Conflict: Passion Pink,PC4,2012,Action,Idea Factory,0,0,0.03,0,0.03
14774,Kuryuu Youma Gakuenki Recharge,PC4,2006,Adventure,Atlus,0,0,0.03,0,0.03
14775,My Frogger: Toy Trials,Wii,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.03
14776,Jet Grind Radio,PC,2003,Action,Sega,0.02,0.01,0,0,0.03
14777,Farm Frenzy 3,Wii,2011,Strategy,Unknown,0,0.02,0,0,0.03
14778,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,Wii,2009,Action,Russel,0,0,0.03,0,0.03
14779,3DS Classic Collection,X360,2016,Misc,Sega,0.02,0,0,0,0.03
14780,Baldur's Gate: Dark Alliance,PC,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0,0,0.03
14781,GRID Autosport,PC,2014,Racing,Codemasters,0,0.02,0,0,0.03
14782,The Adventures of Lomax,PC,1996,Platform,Psygnosis,0.01,0.01,0,0,0.03
14783,Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0,0.02,0,0,0.03
14784,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03
14785,Under the Skin,PC4,2004,Action,Capcom,0.01,0.01,0,0,0.03
14786,Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,0.02,0,0,0.03
14787,Kabu Trader Shun,Wii,2007,Action,Capcom,0,0,0.03,0,0.03
14788,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,0.02,0,0.01,0.03
14789,Poy Poy,PC,1997,Action,Konami Digital Entertainment,0.01,0.01,0,0,0.03
14790,Hermie Hopperhead: Scrap Panic,PC,1995,Platform,Sony Computer Entertainment,0,0,0.02,0,0.03
14791,Lost Planet 2,PC,2010,Shooter,Capcom,0,0.02,0,0.01,0.03
14792,NHL 07,X360,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
14793,DrumMania 7th Mix,PC4,2001,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14794,Runabout 3: Neo Age,PC4,2002,Racing,BAM! Entertainment,0,0,0.03,0,0.03
14795,AMNESIA World,PC4,2014,Adventure,Idea Factory,0,0,0.03,0,0.03
14796,Captain Morgane and the Golden Turtle,PC4,2012,Adventure,Reef Entertainment,0,0.02,0,0.01,0.03
14797,Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,0.02,0,0,0.03
14798,My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0,0,0,0.03
14799,Guild Wars,PC,2005,Role-Playing,NCSoft,0.02,0,0,0,0.03
14800,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PC4,2010,Adventure,Prototype,0,0,0.03,0,0.03
14801,Archer Maclean Presents: Pool Paradise,PC,2004,Sports,Ignition Entertainment,0.02,0.01,0,0,0.03
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,PC4,2010,Strategy,Irem Software Engineering,0,0,0.03,0,0.03
14803,Battlezone,PC4,2006,Shooter,Atari,0.02,0,0,0,0.03
14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,Wii,2007,Sports,Marvelous Interactive,0,0,0.03,0,0.03
14805,Medal of Honor: Vanguard,PC4,2007,Shooter,Electronic Arts,0,0,0.03,0,0.03
14806,Touch Shot! Love Application,PC4,2012,Adventure,Compile Heart,0,0,0.03,0,0.03
14807,Nanotek Warrior,PC,1997,Shooter,Virgin Interactive,0.01,0.01,0,0,0.03
14808,Galileo,Wii,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
14809,Cake Mania: Baker's Challenge,PC4,2008,Puzzle,Destineer,0.01,0.01,0,0,0.03
14810,Captain Tsubasa J: The Way to World Youth,PC,1995,Sports,Namco Bandai Games,0,0,0.03,0,0.03
14811,Super Monkey Ball Adventure,PC4,2006,Platform,Sega,0.01,0.01,0,0,0.03
14812,Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.03
14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PC4,2015,Simulation,FuRyu,0,0,0.03,0,0.03
14814,Sengoku Basara: Sanada Yukimura-Den,PC4,2016,Action,Capcom,0,0,0.03,0,0.03
14815,CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14816,Kisuato,PC4,2015,Adventure,TGL,0,0,0.03,0,0.03
14817,Madden NFL 07,PC,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
14818,Renegade Racers,PC,1999,Racing,Interplay,0.01,0.01,0,0,0.03
14819,The Legend of Korra (3DS),X360,2014,Strategy,Activision,0.02,0,0,0,0.03
14820,AniMates!,Wii,2007,Simulation,Lexicon Entertainment,0.02,0,0,0,0.03
14821,Monster High 13 Wishes,Wii,2013,Action,Little Orbit,0.02,0,0,0,0.03
14822,Franklin the Turtle,PC,2005,Misc,Game Factory,0.02,0.01,0,0,0.03
14823,Steins;Gate 0,PC4,2015,Adventure,5pb,0,0,0.03,0,0.03
14824,Catan,Wii,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.03
14825,Backyard NFL Football,Wii,2007,Sports,Atari,0.02,0,0,0,0.03
14826,Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.03
14827,Gauntlet / Rampart,PC,2005,Misc,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14828,Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,0.02,0,0.01,0.03
14829,Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0,0,0,0.03
14830,Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0.01,0.01,0,0,0.03
14831,Dream Girl Premier,X360,2015,Misc,Alchemist,0,0,0.03,0,0.03
14832,River King: Wonderful Journey,PC4,2005,Sports,505 Games,0.01,0.01,0,0,0.03
14833,Senran Kagura: Bon Appétit!,PC4,2014,Misc,Marvelous Entertainment,0,0,0.03,0,0.03
14834,Ducati Moto,Wii,2008,Racing,Vir2L Studios,0.02,0,0,0,0.03
14835,Justice League Heroes: The Flash,PC,2006,Action,Eidos Interactive,0.02,0.01,0,0,0.03
14836,Pop Cutie! Street Fashion Simulation (JP sales),Wii,2008,Simulation,Tecmo Koei,0,0,0.03,0,0.03
14837,The Peanuts Movie: Snoopy's Grand Adventure,PC4,2015,Action,Activision,0,0.02,0,0,0.03
14838,Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.03
14839,Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0,0.03
14840,Bae Yong-joon to Manabu Kankokugo DS,Wii,2009,Misc,D3Publisher,0,0,0.03,0,0.03
14841,World War II Combat: Road To Berlin,X360,2006,Shooter,Groove Games,0.02,0.01,0,0,0.03
14842,Metal Saga,PC4,2005,Role-Playing,Success,0.01,0.01,0,0,0.03
14843,Imagine: Sweet 16,Wii,2010,Simulation,Ubisoft,0.02,0,0,0,0.03
14844,SWAT 4,PC,2005,Shooter,Vivendi Games,0,0.02,0,0,0.03
14845,Last Escort 2: Shinya no Amai Toge,PC4,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
14846,Pop'n Music 13 Carnival,PC4,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14847,Magicka Collection,PC,2011,Adventure,Unknown,0,0.02,0,0,0.03
14848,Bookworm,PC,2004,Puzzle,Unknown,0.02,0.01,0,0,0.03
14849,Tokushu Houdoubu,PC4,2012,Adventure,Nippon Ichi Software,0,0,0.03,0,0.03
14850,Terraria,Wii,2016,Action,505 Games,0,0.02,0,0,0.03
14851,My DoItAll,Wii,2009,Misc,Tomy Corporation,0.02,0,0,0,0.03
14852,Legacy of Ys: Books I & II,Wii,N/A,Role-Playing,Unknown,0.02,0,0,0,0.03
14853,Shakugan no Shana,PC4,2006,Adventure,Media Works,0,0,0.03,0,0.03
14854,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,0.02,0,0,0,0.03
14855,I Heart Geeks,Wii,2011,Puzzle,CDV Software Entertainment,0.02,0,0,0,0.03
14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,Wii,2008,Action,Spike,0,0,0.03,0,0.03
14857,The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0,0.02,0,0,0.03
14858,The King of Fighters: Maximum Impact - Maniax,X360,N/A,Fighting,Unknown,0.02,0.01,0,0,0.03
14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PC4,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
14860,Little Busters! Converted Edition,PC4,2012,Action,Prototype,0,0,0.03,0,0.03
14861,Hankou Shashin,PC4,1996,Adventure,Imagineer,0,0,0.03,0,0.03
14862,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PC4,2015,Role-Playing,Idea Factory,0,0.01,0.01,0,0.03
